Reciprocal In Out
1.0 0.0 0.0
0.0 0.0 0.0
5.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 18.0
0.0 0.0 0.0
34.0 3.0 5.0
10.0 0.0 19.0
1.0 0.0 0.0
2.0 2.0 2.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
62.0 21.0 119.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 0.0
3.0 0.0 1.0
2.0 0.0 1.0
6.0 1.0 1.0
1.0 1.0 1.0
2.0 0.0 0.0
13.0 1.0 41.0
1.0 0.0 0.0
1.0 0.0 0.0
9.0 1.0 3.0
5.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 6.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 0.0
9.0 2.0 2.0
2.0 0.0 0.0
7.0 0.0 1.0
1.0 0.0 1.0
11.0 1.0 1.0
5.0 0.0 3.0
13.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 2.0
2.0 0.0 1.0
6.0 18.0 6.0
1.0 0.0 0.0
14.0 8.0 23.0
1.0 0.0 0.0
9.0 2.0 21.0
2.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 2.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 34.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
16.0 2.0 1.0
1.0 0.0 0.0
14.0 1.0 26.0
7.0 1.0 0.0
0.0 0.0 0.0
8.0 0.0 3.0
1.0 0.0 0.0
0.0 0.0 0.0
5.0 1.0 3.0
1.0 0.0 0.0
8.0 1.0 2.0
14.0 0.0 9.0
2.0 0.0 0.0
2.0 0.0 1.0
2.0 0.0 0.0
10.0 0.0 1.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
4.0 1.0 1.0
6.0 7.0 18.0
5.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
20.0 1.0 70.0
1.0 0.0 0.0
20.0 5.0 15.0
0.0 0.0 0.0
8.0 0.0 0.0
1.0 0.0 0.0
9.0 0.0 1.0
2.0 0.0 1.0
4.0 1.0 10.0
1.0 0.0 22.0
4.0 1.0 0.0
8.0 0.0 1.0
17.0 0.0 1.0
48.0 8.0 30.0
1.0 0.0 0.0
9.0 0.0 1.0
11.0 1.0 14.0
1.0 0.0 0.0
2.0 1.0 0.0
16.0 3.0 68.0
2.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
36.0 2.0 125.0
10.0 1.0 37.0
27.0 4.0 112.0
0.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
16.0 2.0 4.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
5.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 3.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
8.0 6.0 1.0
1.0 0.0 1.0
2.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
12.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 3.0
1.0 0.0 0.0
9.0 1.0 6.0
3.0 0.0 0.0
1.0 0.0 0.0
90.0 46.0 283.0
2.0 1.0 1.0
1.0 1.0 2.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
4.0 0.0 1.0
0.0 0.0 0.0
3.0 3.0 1.0
1.0 1.0 1.0
1.0 0.0 0.0
5.0 1.0 2.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
12.0 3.0 116.0
15.0 4.0 1.0
12.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
5.0 4.0 1.0
3.0 0.0 1.0
1.0 0.0 1.0
4.0 0.0 0.0
12.0 10.0 74.0
2.0 0.0 0.0
4.0 0.0 15.0
5.0 1.0 12.0
1.0 0.0 1.0
31.0 2.0 44.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 1.0 45.0
3.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 1.0
8.0 0.0 0.0
5.0 1.0 0.0
2.0 1.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
8.0 0.0 22.0
34.0 7.0 3.0
20.0 4.0 121.0
1.0 0.0 0.0
7.0 1.0 5.0
2.0 0.0 0.0
6.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 1.0
4.0 0.0 1.0
9.0 1.0 6.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 1.0 1.0
4.0 1.0 0.0
14.0 6.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
13.0 0.0 26.0
4.0 1.0 0.0
3.0 1.0 1.0
1.0 1.0 0.0
10.0 2.0 114.0
1.0 0.0 0.0
54.0 2.0 23.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
7.0 1.0 7.0
1.0 0.0 0.0
6.0 1.0 6.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
16.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
22.0 6.0 74.0
1.0 0.0 0.0
0.0 0.0 0.0
19.0 2.0 5.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 1.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 6.0 1.0
3.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 2.0
22.0 1.0 23.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
14.0 0.0 1.0
12.0 2.0 0.0
5.0 1.0 0.0
1.0 0.0 0.0
25.0 2.0 0.0
9.0 4.0 4.0
12.0 0.0 1.0
10.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
24.0 4.0 22.0
1.0 1.0 0.0
4.0 1.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
5.0 0.0 0.0
0.0 0.0 0.0
7.0 1.0 0.0
20.0 6.0 243.0
1.0 0.0 0.0
10.0 0.0 1.0
10.0 3.0 0.0
5.0 0.0 4.0
1.0 0.0 0.0
39.0 1.0 4.0
2.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
4.0 1.0 1.0
1.0 0.0 0.0
16.0 18.0 31.0
1.0 0.0 0.0
16.0 0.0 4.0
0.0 0.0 0.0
7.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 1.0
10.0 0.0 1.0
4.0 0.0 1.0
1.0 0.0 0.0
12.0 0.0 0.0
12.0 1.0 1.0
1.0 0.0 1.0
8.0 4.0 1.0
8.0 1.0 150.0
13.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
13.0 1.0 44.0
7.0 0.0 3.0
31.0 3.0 22.0
1.0 0.0 0.0
0.0 0.0 0.0
12.0 1.0 1.0
35.0 1.0 7.0
6.0 0.0 1.0
0.0 0.0 0.0
10.0 5.0 5.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
14.0 1.0 0.0
1.0 0.0 0.0
3.0 0.0 9.0
12.0 4.0 11.0
1.0 0.0 0.0
30.0 20.0 56.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 1.0
8.0 0.0 1.0
2.0 1.0 0.0
0.0 0.0 0.0
26.0 16.0 100.0
1.0 1.0 0.0
26.0 0.0 1.0
1.0 0.0 0.0
35.0 1.0 30.0
1.0 0.0 0.0
0.0 0.0 1.0
1.0 0.0 0.0
4.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
11.0 0.0 39.0
30.0 12.0 51.0
4.0 0.0 2.0
2.0 1.0 0.0
3.0 0.0 0.0
6.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
2.0 3.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
12.0 1.0 48.0
0.0 0.0 0.0
1.0 0.0 0.0
7.0 0.0 1.0
2.0 0.0 6.0
0.0 0.0 0.0
24.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 1.0
0.0 0.0 0.0
7.0 1.0 12.0
10.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
26.0 7.0 2.0
1.0 1.0 2.0
0.0 0.0 0.0
20.0 1.0 0.0
6.0 0.0 1.0
1.0 2.0 10.0
30.0 1.0 1.0
25.0 2.0 35.0
15.0 1.0 11.0
1.0 1.0 1.0
1.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
18.0 5.0 1.0
1.0 0.0 1.0
23.0 4.0 10.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 1.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
2.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
12.0 2.0 1.0
2.0 0.0 0.0
2.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 2.0
1.0 0.0 1.0
1.0 0.0 0.0
6.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 12.0
2.0 0.0 0.0
7.0 1.0 1.0
0.0 0.0 0.0
11.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
4.0 1.0 0.0
12.0 0.0 0.0
8.0 11.0 14.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
12.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
6.0 2.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
5.0 2.0 19.0
3.0 0.0 0.0
1.0 1.0 1.0
104.0 54.0 337.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 5.0 1.0
2.0 0.0 0.0
7.0 1.0 1.0
1.0 0.0 0.0
3.0 0.0 6.0
4.0 0.0 0.0
2.0 0.0 0.0
21.0 1.0 1.0
18.0 0.0 12.0
0.0 0.0 0.0
2.0 0.0 1.0
6.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
24.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
9.0 4.0 4.0
4.0 1.0 4.0
1.0 0.0 0.0
1.0 0.0 0.0
44.0 1.0 33.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
7.0 5.0 2.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 8.0
2.0 1.0 0.0
1.0 0.0 0.0
3.0 3.0 4.0
13.0 1.0 26.0
3.0 0.0 0.0
9.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
9.0 1.0 11.0
1.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
19.0 1.0 6.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
3.0 1.0 0.0
10.0 27.0 2.0
4.0 0.0 7.0
1.0 0.0 0.0
11.0 2.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
4.0 1.0 14.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
4.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 4.0 9.0
1.0 0.0 0.0
1.0 0.0 0.0
41.0 5.0 58.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 4.0
1.0 0.0 1.0
7.0 1.0 7.0
33.0 19.0 35.0
1.0 0.0 0.0
15.0 16.0 17.0
14.0 2.0 1.0
4.0 0.0 0.0
0.0 0.0 0.0
26.0 11.0 20.0
22.0 1.0 24.0
0.0 0.0 0.0
10.0 4.0 3.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 1.0 13.0
6.0 4.0 0.0
1.0 1.0 0.0
35.0 1.0 21.0
1.0 0.0 0.0
4.0 0.0 1.0
1.0 1.0 3.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
55.0 20.0 180.0
2.0 0.0 1.0
0.0 0.0 0.0
11.0 2.0 1.0
1.0 0.0 4.0
1.0 0.0 0.0
7.0 1.0 1.0
13.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
29.0 2.0 270.0
9.0 1.0 9.0
6.0 0.0 0.0
1.0 1.0 2.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
28.0 11.0 5.0
1.0 0.0 0.0
9.0 2.0 2.0
12.0 1.0 13.0
6.0 1.0 1.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
16.0 1.0 1.0
1.0 0.0 0.0
3.0 1.0 0.0
5.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 4.0
1.0 0.0 0.0
16.0 0.0 0.0
8.0 0.0 0.0
1.0 0.0 0.0
8.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
12.0 1.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
5.0 1.0 1.0
15.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 1.0 4.0
0.0 0.0 0.0
16.0 1.0 7.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 0.0
1.0 0.0 0.0
5.0 0.0 1.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
2.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
8.0 2.0 1.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
97.0 27.0 380.0
0.0 0.0 0.0
43.0 54.0 144.0
3.0 2.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
4.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
42.0 11.0 3.0
28.0 13.0 131.0
3.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
10.0 3.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
6.0 0.0 1.0
13.0 5.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 0.0
1.0 0.0 0.0
11.0 1.0 6.0
6.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 3.0
6.0 6.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
13.0 5.0 4.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
62.0 3.0 79.0
0.0 0.0 0.0
2.0 1.0 1.0
0.0 0.0 0.0
5.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 1.0 33.0
1.0 0.0 0.0
4.0 4.0 10.0
2.0 0.0 0.0
37.0 5.0 54.0
8.0 7.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 6.0
1.0 0.0 0.0
15.0 1.0 8.0
1.0 0.0 0.0
0.0 0.0 0.0
22.0 21.0 53.0
1.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
28.0 12.0 2.0
5.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 1.0
1.0 0.0 1.0
0.0 0.0 0.0
4.0 1.0 1.0
9.0 0.0 25.0
12.0 0.0 1.0
10.0 3.0 18.0
0.0 0.0 0.0
14.0 2.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
2.0 3.0 1.0
2.0 0.0 0.0
5.0 0.0 6.0
10.0 2.0 1.0
4.0 1.0 1.0
1.0 0.0 0.0
6.0 0.0 1.0
2.0 0.0 7.0
1.0 1.0 2.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 0.0
12.0 3.0 10.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 1.0
1.0 0.0 0.0
5.0 1.0 1.0
2.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
18.0 7.0 57.0
1.0 0.0 0.0
2.0 1.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 0.0 19.0
1.0 0.0 0.0
25.0 40.0 89.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
21.0 0.0 29.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 1.0
0.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
7.0 0.0 0.0
20.0 2.0 2.0
8.0 3.0 50.0
33.0 2.0 1.0
5.0 0.0 0.0
12.0 1.0 1.0
2.0 1.0 1.0
2.0 1.0 0.0
9.0 1.0 48.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
7.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
8.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
10.0 1.0 0.0
0.0 0.0 0.0
17.0 3.0 55.0
3.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 1.0
6.0 2.0 7.0
1.0 0.0 0.0
0.0 0.0 0.0
9.0 1.0 1.0
4.0 0.0 0.0
1.0 0.0 0.0
3.0 2.0 1.0
8.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 2.0 2.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
2.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
14.0 1.0 29.0
1.0 0.0 0.0
10.0 0.0 1.0
1.0 0.0 0.0
12.0 1.0 0.0
2.0 0.0 0.0
6.0 0.0 0.0
20.0 1.0 94.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 1.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 14.0
10.0 1.0 16.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 7.0
1.0 0.0 0.0
4.0 0.0 0.0
5.0 8.0 2.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
7.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
5.0 1.0 2.0
3.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
54.0 25.0 180.0
1.0 0.0 0.0
17.0 1.0 39.0
47.0 2.0 7.0
1.0 0.0 0.0
2.0 0.0 1.0
16.0 12.0 15.0
20.0 2.0 78.0
1.0 0.0 0.0
10.0 6.0 6.0
1.0 0.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 1.0 2.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 1.0
2.0 1.0 9.0
1.0 0.0 0.0
2.0 0.0 0.0
83.0 45.0 60.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 5.0 1.0
3.0 0.0 1.0
0.0 0.0 0.0
3.0 0.0 13.0
4.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
8.0 1.0 15.0
3.0 1.0 1.0
1.0 0.0 0.0
2.0 1.0 1.0
19.0 1.0 0.0
1.0 1.0 0.0
7.0 3.0 36.0
1.0 0.0 0.0
5.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 6.0
0.0 0.0 0.0
9.0 6.0 2.0
34.0 11.0 35.0
14.0 2.0 1.0
1.0 0.0 0.0
8.0 1.0 22.0
1.0 0.0 0.0
6.0 3.0 2.0
3.0 0.0 1.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
8.0 0.0 2.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
14.0 0.0 58.0
0.0 0.0 0.0
4.0 0.0 0.0
7.0 0.0 0.0
15.0 5.0 2.0
0.0 0.0 0.0
9.0 7.0 57.0
2.0 0.0 0.0
0.0 1.0 0.0
1.0 0.0 0.0
10.0 1.0 1.0
20.0 11.0 7.0
2.0 0.0 0.0
10.0 0.0 30.0
20.0 5.0 26.0
1.0 1.0 1.0
9.0 1.0 1.0
1.0 0.0 0.0
12.0 1.0 11.0
6.0 0.0 31.0
1.0 0.0 0.0
37.0 7.0 1.0
0.0 0.0 0.0
2.0 0.0 0.0
2.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 1.0
5.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
10.0 1.0 2.0
1.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
5.0 0.0 0.0
3.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 0.0
1.0 0.0 0.0
5.0 0.0 0.0
6.0 1.0 0.0
0.0 0.0 0.0
2.0 1.0 0.0
5.0 3.0 2.0
13.0 1.0 1.0
8.0 1.0 1.0
70.0 98.0 781.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 0.0
3.0 3.0 3.0
1.0 0.0 0.0
5.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
7.0 1.0 1.0
1.0 0.0 0.0
29.0 19.0 72.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
23.0 2.0 7.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
7.0 1.0 24.0
5.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
46.0 12.0 103.0
8.0 1.0 4.0
1.0 0.0 0.0
8.0 15.0 18.0
1.0 0.0 0.0
